Running compare_preferences with the following options:
Using distance function Jensen-Shannon
Using sites [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360, 361, 362, 363, 364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393, 394, 395, 396, 397, 398, 399, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 418, 419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430, 431, 432, 433, 434, 435, 436, 437, 438, 439, 440, 441, 442, 443, 444, 445, 446, 447, 448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470, 471, 472, 473, 474, 475, 476, 477, 478, 479, 480, 481, 482, 483, 484, 485, 486, 487, 488, 489, 490, 491, 492, 493, 494, 495, 496, 497, 498]
Running in output directory /fh/fast/bloom_j/grp/mapmuts/examples/2015_NP_homolog_comparison/compare_prefs_output/
Performing comparisons between the following pairs of groups:

Comparison #1:
Comparing Aichi/1968 previous study vs Aichi/1968 current study
Preference files for Aichi/1968 previous study: ['Aichi68A_replicate_1_prefs.txt', 'Aichi68A_replicate_2_prefs.txt', 'Aichi68A_replicate_3_prefs.txt', 'Aichi68A_replicate_4_prefs.txt', 'Aichi68B_replicate_1_prefs.txt', 'Aichi68B_replicate_2_prefs.txt', 'Aichi68B_replicate_3_prefs.txt', 'Aichi68B_replicate_4_prefs.txt']
Preference files for Aichi/1968 current study: ['Aichi68C_replicate_1_prefs.txt', 'Aichi68C_replicate_2_prefs.txt']
----------------

Comparison #2:
Comparing Aichi/1968 vs PR/1934
Preference files for Aichi/1968: ['Aichi68A_replicate_1_prefs.txt', 'Aichi68A_replicate_2_prefs.txt', 'Aichi68A_replicate_3_prefs.txt', 'Aichi68A_replicate_4_prefs.txt', 'Aichi68B_replicate_1_prefs.txt', 'Aichi68B_replicate_2_prefs.txt', 'Aichi68B_replicate_3_prefs.txt', 'Aichi68B_replicate_4_prefs.txt', 'Aichi68C_replicate_1_prefs.txt', 'Aichi68C_replicate_2_prefs.txt']
Preference files for PR/1934: ['PR8_replicate_1_prefs.txt', 'PR8_replicate_2_prefs.txt', 'PR8_replicate_3_prefs.txt']
----------------

Comparison #3:
Comparing PR/1934 vs HA
Preference files for PR/1934: ['PR8_replicate_1_prefs.txt_stripped', 'PR8_replicate_2_prefs.txt_stripped', 'PR8_replicate_3_prefs.txt_stripped']
Preference files for HA: ['WSN_HA_rep1_prefs.txt_stripped', 'WSN_HA_rep2_prefs.txt_stripped', 'WSN_HA_rep3_prefs.txt_stripped']
----------------

Beginning comparision: Aichi/1968 previous study vs Aichi/1968 current study
Found r_diff of 0.486544 for scaling parameter of 1.880000.
Found r_diff of 0.450533 for scaling parameter of 1.900000.
Found r_diff of 0.449320 for scaling parameter of 1.920000.
Found r_diff of 0.456733 for scaling parameter of 1.940000.
Found r_diff of 0.451126 for scaling parameter of 1.960000.
Found r_diff of 0.481734 for scaling parameter of 1.980000.
Found r_diff of 0.462047 for scaling parameter of 2.000000.
Found r_diff of 0.451744 for scaling parameter of 2.020000.
Found r_diff of 0.476429 for scaling parameter of 2.040000.
Found r_diff of 0.479394 for scaling parameter of 2.060000.
Found r_diff of 0.499109 for scaling parameter of 2.080000.
Found r_diff of 0.474541 for scaling parameter of 2.100000.
Found r_diff of 0.445485 for scaling parameter of 2.120000.
Found r_diff of 0.442262 for scaling parameter of 2.140000.
Found r_diff of 0.449337 for scaling parameter of 2.160000.
Found r_diff of 0.424393 for scaling parameter of 2.180000.
Found r_diff of 0.432761 for scaling parameter of 2.200000.
Found r_diff of 0.454693 for scaling parameter of 2.220000.
Found r_diff of 0.439606 for scaling parameter of 2.240000.
Found r_diff of 0.433213 for scaling parameter of 2.260000.
Found r_diff of 0.444169 for scaling parameter of 2.280000.
Found r_diff of 0.441700 for scaling parameter of 2.300000.
Found r_diff of 0.441607 for scaling parameter of 2.320000.
Found r_diff of 0.435076 for scaling parameter of 2.340000.
Found r_diff of 0.430787 for scaling parameter of 2.360000.
Found r_diff of 0.430064 for scaling parameter of 2.380000.
Found r_diff of 0.430550 for scaling parameter of 2.400000.
Found r_diff of 0.436519 for scaling parameter of 2.420000.
Found r_diff of 0.449152 for scaling parameter of 2.440000.
Found r_diff of 0.431613 for scaling parameter of 2.460000.
Found r_diff of 0.454785 for scaling parameter of 2.480000.
Found r_diff of 0.421505 for scaling parameter of 2.500000.
Found r_diff of 0.407485 for scaling parameter of 2.520000.
Found r_diff of 0.432890 for scaling parameter of 2.540000.
Found r_diff of 0.454171 for scaling parameter of 2.560000.
Found r_diff of 0.427870 for scaling parameter of 2.580000.
Found r_diff of 0.411788 for scaling parameter of 2.600000.
Found r_diff of 0.406873 for scaling parameter of 2.620000.
Found r_diff of 0.450029 for scaling parameter of 2.640000.
Found r_diff of 0.415814 for scaling parameter of 2.660000.
Found r_diff of 0.408112 for scaling parameter of 2.680000.
Found r_diff of 0.435897 for scaling parameter of 2.700000.
Found r_diff of 0.435207 for scaling parameter of 2.720000.
Found r_diff of 0.411079 for scaling parameter of 2.740000.
Found r_diff of 0.401849 for scaling parameter of 2.760000.
Found r_diff of 0.386434 for scaling parameter of 2.780000.
Found r_diff of 0.422774 for scaling parameter of 2.800000.
Found r_diff of 0.406330 for scaling parameter of 2.820000.
Found r_diff of 0.394106 for scaling parameter of 2.840000.
Found r_diff of 0.383751 for scaling parameter of 2.860000.
Found r_diff of 0.423815 for scaling parameter of 2.880000.
Found r_diff of 0.410795 for scaling parameter of 2.900000.
Found r_diff of 0.408261 for scaling parameter of 2.920000.
Found r_diff of 0.396503 for scaling parameter of 2.940000.
Found r_diff of 0.405446 for scaling parameter of 2.960000.
Found r_diff of 0.394614 for scaling parameter of 2.980000.
Found r_diff of 0.385999 for scaling parameter of 3.000000.
Found r_diff of 0.402285 for scaling parameter of 3.020000.
Found r_diff of 0.391511 for scaling parameter of 3.040000.
Found r_diff of 0.391496 for scaling parameter of 3.060000.
Found r_diff of 0.396660 for scaling parameter of 3.080000.
Found r_diff of 0.390468 for scaling parameter of 3.100000.
Found r_diff of 0.404231 for scaling parameter of 3.120000.
Found r_diff of 0.349985 for scaling parameter of 3.140000.
Found r_diff of 0.374745 for scaling parameter of 3.160000.
Found r_diff of 0.413207 for scaling parameter of 3.180000.
Found r_diff of 0.417494 for scaling parameter of 3.200000.
Found r_diff of 0.408598 for scaling parameter of 3.220000.
Found r_diff of 0.358285 for scaling parameter of 3.240000.
Found r_diff of 0.410114 for scaling parameter of 3.260000.
Found r_diff of 0.414327 for scaling parameter of 3.280000.
Found r_diff of 0.378087 for scaling parameter of 3.300000.
Found r_diff of 0.384863 for scaling parameter of 3.320000.
Found r_diff of 0.371312 for scaling parameter of 3.340000.
Found r_diff of 0.376038 for scaling parameter of 3.360000.
Found r_diff of 0.342537 for scaling parameter of 3.380000.
Found r_diff of 0.377414 for scaling parameter of 3.400000.
Found r_diff of 0.376561 for scaling parameter of 3.420000.
Found r_diff of 0.367959 for scaling parameter of 3.440000.
Found r_diff of 0.374698 for scaling parameter of 3.460000.
Found r_diff of 0.365628 for scaling parameter of 3.480000.
Found r_diff of 0.395103 for scaling parameter of 3.500000.
Found r_diff of 0.375596 for scaling parameter of 3.520000.
Found r_diff of 0.367283 for scaling parameter of 3.540000.
Found r_diff of 0.365205 for scaling parameter of 3.560000.
Found r_diff of 0.388612 for scaling parameter of 3.580000.
Found r_diff of 0.387943 for scaling parameter of 3.600000.
Found r_diff of 0.386222 for scaling parameter of 3.620000.
Found r_diff of 0.358571 for scaling parameter of 3.640000.
Found r_diff of 0.383577 for scaling parameter of 3.660000.
Found r_diff of 0.335271 for scaling parameter of 3.680000.
Found r_diff of 0.359858 for scaling parameter of 3.700000.
Found r_diff of 0.362523 for scaling parameter of 3.720000.
Found r_diff of 0.375728 for scaling parameter of 3.740000.
Found r_diff of 0.379787 for scaling parameter of 3.760000.
Found r_diff of 0.369742 for scaling parameter of 3.780000.
Found r_diff of 0.425158 for scaling parameter of 3.800000.
Found r_diff of 0.359404 for scaling parameter of 3.820000.
Found r_diff of 0.364767 for scaling parameter of 3.840000.
Found r_diff of 0.375172 for scaling parameter of 3.860000.
Found r_diff of 0.378013 for scaling parameter of 3.880000.
Found r_diff of 0.350429 for scaling parameter of 3.900000.
Found r_diff of 0.376183 for scaling parameter of 3.920000.
Found r_diff of 0.356934 for scaling parameter of 3.940000.
Found r_diff of 0.354113 for scaling parameter of 3.960000.
Found r_diff of 0.348877 for scaling parameter of 3.980000.
Found r_diff of 0.374715 for scaling parameter of 4.000000.
Found r_diff of 0.345527 for scaling parameter of 4.020000.
Found r_diff of 0.362298 for scaling parameter of 4.040000.
Found r_diff of 0.368355 for scaling parameter of 4.060000.
Found r_diff of 0.342359 for scaling parameter of 4.080000.
Found r_diff of 0.376751 for scaling parameter of 4.100000.
Found r_diff of 0.341105 for scaling parameter of 4.120000.
Found r_diff of 0.343540 for scaling parameter of 4.140000.
Found r_diff of 0.330210 for scaling parameter of 4.160000.
Found r_diff of 0.336611 for scaling parameter of 4.180000.
Found r_diff of 0.357257 for scaling parameter of 4.200000.
Found r_diff of 0.315183 for scaling parameter of 4.220000.
Found r_diff of 0.348539 for scaling parameter of 4.240000.
Found r_diff of 0.359367 for scaling parameter of 4.260000.
Found r_diff of 0.328967 for scaling parameter of 4.280000.
Found r_diff of 0.340095 for scaling parameter of 4.300000.
Found r_diff of 0.356808 for scaling parameter of 4.320000.
Found r_diff of 0.356284 for scaling parameter of 4.340000.
Found r_diff of 0.315343 for scaling parameter of 4.360000.
Found r_diff of 0.338185 for scaling parameter of 4.380000.
Found r_diff of 0.323878 for scaling parameter of 4.400000.
Found r_diff of 0.327705 for scaling parameter of 4.420000.
Found r_diff of 0.341858 for scaling parameter of 4.440000.
Found r_diff of 0.327508 for scaling parameter of 4.460000.
Found r_diff of 0.307060 for scaling parameter of 4.480000.
Found r_diff of 0.335771 for scaling parameter of 4.500000.
Found r_diff of 0.331451 for scaling parameter of 4.520000.
Found r_diff of 0.306377 for scaling parameter of 4.540000.
Found r_diff of 0.323121 for scaling parameter of 4.560000.
Found r_diff of 0.326597 for scaling parameter of 4.580000.
Found r_diff of 0.308299 for scaling parameter of 4.600000.
Found r_diff of 0.325442 for scaling parameter of 4.620000.
Found r_diff of 0.337495 for scaling parameter of 4.640000.
Found r_diff of 0.313539 for scaling parameter of 4.660000.
Found r_diff of 0.337728 for scaling parameter of 4.680000.
Found r_diff of 0.327170 for scaling parameter of 4.700000.
Found r_diff of 0.323766 for scaling parameter of 4.720000.
Found r_diff of 0.340223 for scaling parameter of 4.740000.
Found r_diff of 0.310062 for scaling parameter of 4.760000.
Found r_diff of 0.303848 for scaling parameter of 4.780000.
Found r_diff of 0.310553 for scaling parameter of 4.800000.
Found r_diff of 0.322444 for scaling parameter of 4.820000.
Found r_diff of 0.331239 for scaling parameter of 4.840000.
Found r_diff of 0.326073 for scaling parameter of 4.860000.
Found r_diff of 0.287540 for scaling parameter of 4.880000.
Found r_diff of 0.299887 for scaling parameter of 4.900000.
Found r_diff of 0.326258 for scaling parameter of 4.920000.
Found r_diff of 0.321089 for scaling parameter of 4.940000.
Found r_diff of 0.297333 for scaling parameter of 4.960000.
Found r_diff of 0.319909 for scaling parameter of 4.980000.
Found r_diff of 0.292129 for scaling parameter of 5.000000.
Found r_diff of 0.313549 for scaling parameter of 5.020000.
Found r_diff of 0.325253 for scaling parameter of 5.040000.
Found r_diff of 0.283652 for scaling parameter of 5.060000.
Found r_diff of 0.305483 for scaling parameter of 5.080000.
Found r_diff of 0.333722 for scaling parameter of 5.100000.
Found r_diff of 0.319833 for scaling parameter of 5.120000.
Found r_diff of 0.316893 for scaling parameter of 5.140000.
Found r_diff of 0.302845 for scaling parameter of 5.160000.
Found r_diff of 0.298005 for scaling parameter of 5.180000.
Found r_diff of 0.285540 for scaling parameter of 5.200000.
Found r_diff of 0.318850 for scaling parameter of 5.220000.
Found r_diff of 0.288951 for scaling parameter of 5.240000.
Found r_diff of 0.281806 for scaling parameter of 5.260000.
Found r_diff of 0.284569 for scaling parameter of 5.280000.
Found r_diff of 0.303317 for scaling parameter of 5.300000.
Found r_diff of 0.302530 for scaling parameter of 5.320000.
Found r_diff of 0.283895 for scaling parameter of 5.340000.
Found r_diff of 0.314619 for scaling parameter of 5.360000.
Found r_diff of 0.268263 for scaling parameter of 5.380000.
Found r_diff of 0.305159 for scaling parameter of 5.400000.
Found r_diff of 0.296897 for scaling parameter of 5.420000.
Found r_diff of 0.277768 for scaling parameter of 5.440000.
Found r_diff of 0.303316 for scaling parameter of 5.460000.
Found r_diff of 0.310843 for scaling parameter of 5.480000.
Found r_diff of 0.283160 for scaling parameter of 5.500000.
Found r_diff of 0.291646 for scaling parameter of 5.520000.
Found r_diff of 0.277359 for scaling parameter of 5.540000.
Found r_diff of 0.281412 for scaling parameter of 5.560000.
Found r_diff of 0.285454 for scaling parameter of 5.580000.
Found r_diff of 0.258866 for scaling parameter of 5.600000.
Found r_diff of 0.246736 for scaling parameter of 5.620000.
Found r_diff of 0.291793 for scaling parameter of 5.640000.
Found r_diff of 0.276777 for scaling parameter of 5.660000.
Found r_diff of 0.282653 for scaling parameter of 5.680000.
Found r_diff of 0.280314 for scaling parameter of 5.700000.
Found r_diff of 0.287611 for scaling parameter of 5.720000.
Found r_diff of 0.266483 for scaling parameter of 5.740000.
Found r_diff of 0.264353 for scaling parameter of 5.760000.
Found r_diff of 0.267743 for scaling parameter of 5.780000.
Found r_diff of 0.256959 for scaling parameter of 5.800000.
Found r_diff of 0.265007 for scaling parameter of 5.820000.
Found r_diff of 0.276778 for scaling parameter of 5.840000.
Found r_diff of 0.263066 for scaling parameter of 5.860000.
Found r_diff of 0.272464 for scaling parameter of 5.880000.
Found r_diff of 0.291255 for scaling parameter of 5.900000.
Found r_diff of 0.273413 for scaling parameter of 5.920000.
Found r_diff of 0.266902 for scaling parameter of 5.940000.
Found r_diff of 0.260400 for scaling parameter of 5.960000.
Found r_diff of 0.273928 for scaling parameter of 5.980000.
Found r_diff of 0.275395 for scaling parameter of 6.000000.
Found r_diff of 0.272168 for scaling parameter of 6.020000.
Found r_diff of 0.292093 for scaling parameter of 6.040000.
Found r_diff of 0.289550 for scaling parameter of 6.060000.
Found r_diff of 0.272929 for scaling parameter of 6.080000.
Found r_diff of 0.276827 for scaling parameter of 6.100000.
Found r_diff of 0.247972 for scaling parameter of 6.120000.
Found r_diff of 0.264035 for scaling parameter of 6.140000.
Found r_diff of 0.274627 for scaling parameter of 6.160000.
Found r_diff of 0.266740 for scaling parameter of 6.180000.
Found r_diff of 0.264024 for scaling parameter of 6.200000.
Found r_diff of 0.274872 for scaling parameter of 6.220000.
Found r_diff of 0.263232 for scaling parameter of 6.240000.
Found r_diff of 0.259134 for scaling parameter of 6.260000.
Found r_diff of 0.266942 for scaling parameter of 6.280000.
Found r_diff of 0.281230 for scaling parameter of 6.300000.
Found r_diff of 0.253413 for scaling parameter of 6.320000.
Found r_diff of 0.227441 for scaling parameter of 6.340000.
Found r_diff of 0.272589 for scaling parameter of 6.360000.
Found r_diff of 0.249826 for scaling parameter of 6.380000.
Found r_diff of 0.282156 for scaling parameter of 6.400000.
Found r_diff of 0.240708 for scaling parameter of 6.420000.
Found r_diff of 0.251701 for scaling parameter of 6.440000.
Found r_diff of 0.272049 for scaling parameter of 6.460000.
Found r_diff of 0.240137 for scaling parameter of 6.480000.
Found r_diff of 0.261208 for scaling parameter of 6.500000.
Found r_diff of 0.238030 for scaling parameter of 6.520000.
Found r_diff of 0.254337 for scaling parameter of 6.540000.
Found r_diff of 0.245982 for scaling parameter of 6.560000.
Found r_diff of 0.235260 for scaling parameter of 6.580000.
Found r_diff of 0.244146 for scaling parameter of 6.600000.
Found r_diff of 0.240843 for scaling parameter of 6.620000.
Found r_diff of 0.250470 for scaling parameter of 6.640000.
Found r_diff of 0.240342 for scaling parameter of 6.660000.
Found r_diff of 0.249688 for scaling parameter of 6.680000.
Found r_diff of 0.253030 for scaling parameter of 6.700000.
Found r_diff of 0.230824 for scaling parameter of 6.720000.
Found r_diff of 0.238985 for scaling parameter of 6.740000.
Found r_diff of 0.235897 for scaling parameter of 6.760000.
Found r_diff of 0.250711 for scaling parameter of 6.780000.
Found r_diff of 0.251959 for scaling parameter of 6.800000.
Found r_diff of 0.252823 for scaling parameter of 6.820000.
Found r_diff of 0.240632 for scaling parameter of 6.840000.
Found r_diff of 0.250040 for scaling parameter of 6.860000.
Found r_diff of 0.218250 for scaling parameter of 6.880000.
Found r_diff of 0.239242 for scaling parameter of 6.900000.
Found r_diff of 0.255902 for scaling parameter of 6.920000.
Found r_diff of 0.258612 for scaling parameter of 6.940000.
Found r_diff of 0.245921 for scaling parameter of 6.960000.
Found r_diff of 0.224260 for scaling parameter of 6.980000.
Found r_diff of 0.224733 for scaling parameter of 7.000000.
Found r_diff of 0.235937 for scaling parameter of 7.020000.
Found r_diff of 0.240010 for scaling parameter of 7.040000.
Found r_diff of 0.209452 for scaling parameter of 7.060000.
Found r_diff of 0.220519 for scaling parameter of 7.080000.
Found r_diff of 0.230645 for scaling parameter of 7.100000.
Found r_diff of 0.230110 for scaling parameter of 7.120000.
Found r_diff of 0.222925 for scaling parameter of 7.140000.
Found r_diff of 0.228723 for scaling parameter of 7.160000.
Found r_diff of 0.226782 for scaling parameter of 7.180000.
Found r_diff of 0.225418 for scaling parameter of 7.200000.
Found r_diff of 0.214399 for scaling parameter of 7.220000.
Found r_diff of 0.210346 for scaling parameter of 7.240000.
Found r_diff of 0.208679 for scaling parameter of 7.260000.
Found r_diff of 0.236043 for scaling parameter of 7.280000.
Found r_diff of 0.216488 for scaling parameter of 7.300000.
Found r_diff of 0.236016 for scaling parameter of 7.320000.
Found r_diff of 0.209353 for scaling parameter of 7.340000.
Found r_diff of 0.209491 for scaling parameter of 7.360000.
Found r_diff of 0.243803 for scaling parameter of 7.380000.
Found r_diff of 0.248621 for scaling parameter of 7.400000.
Found r_diff of 0.242212 for scaling parameter of 7.420000.
Found r_diff of 0.235983 for scaling parameter of 7.440000.
Found r_diff of 0.224861 for scaling parameter of 7.460000.
Found r_diff of 0.245770 for scaling parameter of 7.480000.
Found r_diff of 0.190487 for scaling parameter of 7.500000.
Found r_diff of 0.221016 for scaling parameter of 7.520000.
Found r_diff of 0.241208 for scaling parameter of 7.540000.
Found r_diff of 0.218483 for scaling parameter of 7.560000.
Found r_diff of 0.222259 for scaling parameter of 7.580000.
Found r_diff of 0.225163 for scaling parameter of 7.600000.
Found r_diff of 0.200416 for scaling parameter of 7.620000.
Found r_diff of 0.236450 for scaling parameter of 7.640000.
Found r_diff of 0.248522 for scaling parameter of 7.660000.
Found r_diff of 0.217906 for scaling parameter of 7.680000.
Found r_diff of 0.244267 for scaling parameter of 7.700000.
Found r_diff of 0.213953 for scaling parameter of 7.720000.
Found r_diff of 0.231608 for scaling parameter of 7.740000.
Found r_diff of 0.223015 for scaling parameter of 7.760000.
Found r_diff of 0.222490 for scaling parameter of 7.780000.
Found r_diff of 0.204930 for scaling parameter of 7.800000.
Found r_diff of 0.212281 for scaling parameter of 7.820000.
Found r_diff of 0.219891 for scaling parameter of 7.840000.
Found r_diff of 0.224206 for scaling parameter of 7.860000.
Found r_diff of 0.201624 for scaling parameter of 7.880000.
Found r_diff of 0.204120 for scaling parameter of 7.900000.
Found r_diff of 0.207383 for scaling parameter of 7.920000.
Found r_diff of 0.207748 for scaling parameter of 7.940000.
Found r_diff of 0.211361 for scaling parameter of 7.960000.
Found r_diff of 0.201058 for scaling parameter of 7.980000.
Found r_diff of 0.194448 for scaling parameter of 8.000000.
Found r_diff of 0.199037 for scaling parameter of 8.020000.
Found r_diff of 0.196838 for scaling parameter of 8.040000.
Found r_diff of 0.212256 for scaling parameter of 8.060000.
Found r_diff of 0.218476 for scaling parameter of 8.080000.
Found r_diff of 0.199257 for scaling parameter of 8.100000.
Found r_diff of 0.199004 for scaling parameter of 8.120000.
Found r_diff of 0.208010 for scaling parameter of 8.140000.
Found r_diff of 0.195314 for scaling parameter of 8.160000.
Found r_diff of 0.184201 for scaling parameter of 8.180000.
Found r_diff of 0.197996 for scaling parameter of 8.200000.
Found r_diff of 0.197379 for scaling parameter of 8.220000.
Found r_diff of 0.206171 for scaling parameter of 8.240000.
Found r_diff of 0.200991 for scaling parameter of 8.260000.
Found r_diff of 0.206899 for scaling parameter of 8.280000.
Found r_diff of 0.199727 for scaling parameter of 8.300000.
Found r_diff of 0.199806 for scaling parameter of 8.320000.
Found r_diff of 0.193151 for scaling parameter of 8.340000.
Found r_diff of 0.202730 for scaling parameter of 8.360000.
Found r_diff of 0.195934 for scaling parameter of 8.380000.
Found r_diff of 0.185777 for scaling parameter of 8.400000.
Found r_diff of 0.205844 for scaling parameter of 8.420000.
Found r_diff of 0.196396 for scaling parameter of 8.440000.
Found r_diff of 0.191046 for scaling parameter of 8.460000.
Found r_diff of 0.203043 for scaling parameter of 8.480000.
Found r_diff of 0.176940 for scaling parameter of 8.500000.
Found r_diff of 0.180068 for scaling parameter of 8.520000.
Found r_diff of 0.173738 for scaling parameter of 8.540000.
Found r_diff of 0.209140 for scaling parameter of 8.560000.
Found r_diff of 0.173237 for scaling parameter of 8.580000.
Found r_diff of 0.194363 for scaling parameter of 8.600000.
Found r_diff of 0.194800 for scaling parameter of 8.620000.
Found r_diff of 0.189031 for scaling parameter of 8.640000.
Found r_diff of 0.198508 for scaling parameter of 8.660000.
Found r_diff of 0.190506 for scaling parameter of 8.680000.
Found r_diff of 0.186544 for scaling parameter of 8.700000.
Found r_diff of 0.189671 for scaling parameter of 8.720000.
Found r_diff of 0.170657 for scaling parameter of 8.740000.
Found r_diff of 0.172997 for scaling parameter of 8.760000.
Found r_diff of 0.185547 for scaling parameter of 8.780000.
Found r_diff of 0.171324 for scaling parameter of 8.800000.
Found r_diff of 0.188307 for scaling parameter of 8.820000.
Found r_diff of 0.174055 for scaling parameter of 8.840000.
Found r_diff of 0.186093 for scaling parameter of 8.860000.
Found r_diff of 0.154073 for scaling parameter of 8.880000.
Found r_diff of 0.188111 for scaling parameter of 8.900000.
Found r_diff of 0.177716 for scaling parameter of 8.920000.
Found r_diff of 0.178993 for scaling parameter of 8.940000.
Found r_diff of 0.176537 for scaling parameter of 8.960000.
Found r_diff of 0.164910 for scaling parameter of 8.980000.
Found r_diff of 0.184580 for scaling parameter of 9.000000.
Found r_diff of 0.187185 for scaling parameter of 9.020000.
Found r_diff of 0.175129 for scaling parameter of 9.040000.
Found r_diff of 0.178836 for scaling parameter of 9.060000.
Found r_diff of 0.179869 for scaling parameter of 9.080000.
Found r_diff of 0.166647 for scaling parameter of 9.100000.
Found r_diff of 0.172223 for scaling parameter of 9.120000.
Found r_diff of 0.176813 for scaling parameter of 9.140000.
Found r_diff of 0.175565 for scaling parameter of 9.160000.
Found r_diff of 0.189599 for scaling parameter of 9.180000.
Found r_diff of 0.183194 for scaling parameter of 9.200000.
Found r_diff of 0.153716 for scaling parameter of 9.220000.
Found r_diff of 0.181416 for scaling parameter of 9.240000.
Found r_diff of 0.157680 for scaling parameter of 9.260000.
Found r_diff of 0.179467 for scaling parameter of 9.280000.
Found r_diff of 0.181777 for scaling parameter of 9.300000.
Found r_diff of 0.169534 for scaling parameter of 9.320000.
Found r_diff of 0.164621 for scaling parameter of 9.340000.
Found r_diff of 0.179972 for scaling parameter of 9.360000.
Found r_diff of 0.184787 for scaling parameter of 9.380000.
Found r_diff of 0.184011 for scaling parameter of 9.400000.
Found r_diff of 0.159867 for scaling parameter of 9.420000.
Found r_diff of 0.179019 for scaling parameter of 9.440000.
Found r_diff of 0.177104 for scaling parameter of 9.460000.
Found r_diff of 0.157927 for scaling parameter of 9.480000.
Found r_diff of 0.174693 for scaling parameter of 9.500000.
Found r_diff of 0.180029 for scaling parameter of 9.520000.
Found r_diff of 0.185363 for scaling parameter of 9.540000.
Found r_diff of 0.167291 for scaling parameter of 9.560000.
Found r_diff of 0.166343 for scaling parameter of 9.580000.
Found r_diff of 0.165117 for scaling parameter of 9.600000.
Found r_diff of 0.166111 for scaling parameter of 9.620000.
Found r_diff of 0.159979 for scaling parameter of 9.640000.
Found r_diff of 0.150933 for scaling parameter of 9.660000.
Found r_diff of 0.155648 for scaling parameter of 9.680000.
Found r_diff of 0.159153 for scaling parameter of 9.700000.
Found r_diff of 0.172376 for scaling parameter of 9.720000.
Found r_diff of 0.175473 for scaling parameter of 9.740000.
Found r_diff of 0.158712 for scaling parameter of 9.760000.
Found r_diff of 0.162265 for scaling parameter of 9.780000.
Found r_diff of 0.161599 for scaling parameter of 9.800000.
Found r_diff of 0.156807 for scaling parameter of 9.820000.
Found r_diff of 0.183525 for scaling parameter of 9.840000.
Found r_diff of 0.158398 for scaling parameter of 9.860000.
Found r_diff of 0.177603 for scaling parameter of 9.880000.
Found r_diff of 0.169851 for scaling parameter of 9.900000.
Found r_diff of 0.160424 for scaling parameter of 9.920000.
Found r_diff of 0.152113 for scaling parameter of 9.940000.
Found r_diff of 0.156896 for scaling parameter of 9.960000.
Found r_diff of 0.165320 for scaling parameter of 9.980000.
Found r_diff of 0.154042 for scaling parameter of 10.000000.
Found r_diff of 0.148280 for scaling parameter of 10.020000.
Found r_diff of 0.147527 for scaling parameter of 10.040000.
Found r_diff of 0.174512 for scaling parameter of 10.060000.
Found r_diff of 0.160740 for scaling parameter of 10.080000.
Found r_diff of 0.162076 for scaling parameter of 10.100000.
